opportunity_id,sales_agent,manager,regional_office,product,account,deal_stage,engage_date,propensity_to_close,days_in_stage,historical_stage_norm_days,stall_ratio,stalled,risk_score,deal_summary
I92EJ805,Kami Bicknell,Summer Sewald,West,GTX Basic,Bluth Company,Engaging,2017-05-01,0.6166601976354045,244.0,83.0,2.9397590361445785,True,0.5063997871996377,"Kami Bicknell's GTX Basic opportunity has a 62% close propensity and has spent 244 days in Engaging, above the 83-day historical norm; prioritize a next-step check before forecast review."
D62905BC,Maureen Marcano,Summer Sewald,West,GTX Plus Pro,,Engaging,2017-04-04,0.6559831608408538,271.0,84.0,3.2261904761904763,True,0.5059026121201117,"Maureen Marcano's GTX Plus Pro opportunity has a 66% close propensity and has spent 271 days in Engaging, well beyond the 84-day historical norm; prioritize a next-step check before forecast review."
CMS1HUGL,Cassey Cress,Rocco Neubert,East,MG Advanced,,Engaging,2017-03-25,0.6420363639890082,281.0,90.0,3.1222222222222222,True,0.5058708078515891,"Cassey Cress's MG Advanced opportunity has a 64% close propensity and has spent 281 days in Engaging, well beyond the 90-day historical norm; prioritize a next-step check before forecast review."
TJ03NDNX,Violet Mclelland,Cara Losch,East,MG Advanced,Iselectrics,Engaging,2017-03-25,0.6420363639890082,281.0,90.0,3.1222222222222222,True,0.5058708078515891,"Violet Mclelland's MG Advanced opportunity has a 64% close propensity and has spent 281 days in Engaging, well beyond the 90-day historical norm; prioritize a next-step check before forecast review."
QIHWKCFK,Cassey Cress,Rocco Neubert,East,MG Advanced,Singletechno,Engaging,2017-03-24,0.6440458866703137,282.0,90.0,3.1333333333333333,True,0.5055368403309628,"Cassey Cress's MG Advanced opportunity has a 64% close propensity and has spent 282 days in Engaging, well beyond the 90-day historical norm; prioritize a next-step check before forecast review."
DF1011UT,Corliss Cosme,Cara Losch,East,GTX Plus Basic,Konmatfix,Engaging,2017-03-17,0.6747160056651249,289.0,86.0,3.36046511627907,True,0.5054752939920875,"Corliss Cosme's GTX Plus Basic opportunity has a 67% close propensity and has spent 289 days in Engaging, well beyond the 86-day historical norm; prioritize a next-step check before forecast review."
OLGT0VHP,James Ascencio,Summer Sewald,West,GTX Plus Pro,Statholdings,Engaging,2017-05-01,0.6147645212979721,244.0,84.0,2.9047619047619047,True,0.5045697278229848,"James Ascencio's GTX Plus Pro opportunity has a 61% close propensity and has spent 244 days in Engaging, above the 84-day historical norm; prioritize a next-step check before forecast review."
R9U1QNHQ,Hayden Neloms,Celia Rouche,West,MG Special,Betasoloin,Engaging,2017-04-29,0.6174891495182268,246.0,84.25,2.919881305637982,True,0.5041216670564761,"Hayden Neloms's MG Special opportunity has a 62% close propensity and has spent 246 days in Engaging, above the 84-day historical norm; prioritize a next-step check before forecast review."
VY4IVO2W,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-04-24,0.6045502830338819,251.0,89.0,2.8202247191011236,True,0.5038119789493251,"Kami Bicknell's GTX Plus Basic opportunity has a 60% close propensity and has spent 251 days in Engaging, above the 89-day historical norm; prioritize a next-step check before forecast review."
UYQJ2A1O,Vicki Laflamme,Celia Rouche,West,GTX Plus Pro,,Engaging,2017-05-01,0.6166601976354045,244.0,84.0,2.9047619047619047,True,0.5033375382036538,"Vicki Laflamme's GTX Plus Pro opportunity has a 62% close propensity and has spent 244 days in Engaging, above the 84-day historical norm; prioritize a next-step check before forecast review."
3F34LWKM,Vicki Laflamme,Celia Rouche,West,GTX Pro,,Engaging,2017-05-06,0.6180503753894147,239.0,82.0,2.9146341463414633,True,0.5032977438017585,"Vicki Laflamme's GTX Pro opportunity has a 62% close propensity and has spent 239 days in Engaging, above the 82-day historical norm; prioritize a next-step check before forecast review."
INKH0Y59,Vicki Laflamme,Celia Rouche,West,MG Special,,Engaging,2017-04-24,0.6269796154931446,251.0,84.25,2.979228486646884,True,0.5031457425110584,"Vicki Laflamme's MG Special opportunity has a 63% close propensity and has spent 251 days in Engaging, above the 84-day historical norm; prioritize a next-step check before forecast review."
OSMGVV1S,Vicki Laflamme,Celia Rouche,West,MG Special,,Engaging,2017-04-24,0.6269796154931446,251.0,84.25,2.979228486646884,True,0.5031457425110584,"Vicki Laflamme's MG Special opportunity has a 63% close propensity and has spent 251 days in Engaging, above the 84-day historical norm; prioritize a next-step check before forecast review."
KTC0RC8I,James Ascencio,Summer Sewald,West,MG Special,,Engaging,2017-04-23,0.6286442030521395,252.0,84.25,2.9910979228486645,True,0.5031023362653675,"James Ascencio's MG Special opportunity has a 63% close propensity and has spent 252 days in Engaging, above the 84-day historical norm; prioritize a next-step check before forecast review."
M9GP930T,Rosalina Dieter,Celia Rouche,West,MG Special,,Engaging,2017-04-23,0.6286442030521395,252.0,84.25,2.9910979228486645,True,0.5031023362653675,"Rosalina Dieter's MG Special opportunity has a 63% close propensity and has spent 252 days in Engaging, above the 84-day historical norm; prioritize a next-step check before forecast review."
3SEMPUU1,Markita Hansen,Celia Rouche,West,GTX Pro,Labdrill,Engaging,2017-05-17,0.6003179406726387,228.0,82.0,2.7804878048780486,True,0.5030860214896141,"Markita Hansen's GTX Pro opportunity has a 60% close propensity and has spent 228 days in Engaging, above the 82-day historical norm; prioritize a next-step check before forecast review."
89P5UVQ0,Wilburn Farren,Cara Losch,East,GTX Pro,,Engaging,2017-05-14,0.6202118229214236,231.0,79.0,2.9240506329113924,True,0.5027167454808215,"Wilburn Farren's GTX Pro opportunity has a 62% close propensity and has spent 231 days in Engaging, above the 79-day historical norm; prioritize a next-step check before forecast review."
OPCLCCQH,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Konex,Engaging,2017-03-16,0.6652401813142115,290.0,89.0,3.258426966292135,True,0.5027062416963244,"Kami Bicknell's GTX Plus Basic opportunity has a 67% close propensity and has spent 290 days in Engaging, well beyond the 89-day historical norm; prioritize a next-step check before forecast review."
FVGRGJU8,Rosie Papadopoulos,Cara Losch,East,MG Advanced,Betatech,Engaging,2017-04-21,0.6068640152099969,254.0,90.0,2.8222222222222224,True,0.5024828345579465,"Rosie Papadopoulos's MG Advanced opportunity has a 61% close propensity and has spent 254 days in Engaging, above the 90-day historical norm; prioritize a next-step check before forecast review."
A7SA2L21,Elease Gluck,Celia Rouche,West,GTK 500,,Engaging,2017-01-30,0.7172156768659325,335.0,92.0,3.641304347826087,True,0.5024239404719265,"Elease Gluck's GTK 500 opportunity has a 72% close propensity and has spent 335 days in Engaging, well beyond the 92-day historical norm; prioritize a next-step check before forecast review."
Z9QZKUV5,Zane Levy,Summer Sewald,West,GTX Basic,Zumgoity,Engaging,2017-03-30,0.6747160056651249,276.0,83.0,3.325301204819277,True,0.5023984517393556,"Zane Levy's GTX Basic opportunity has a 67% close propensity and has spent 276 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
8WB5HXOB,Zane Levy,Summer Sewald,West,GTX Plus Pro,,Engaging,2017-05-02,0.6166601976354045,243.0,84.0,2.892857142857143,True,0.5022958715369871,"Zane Levy's GTX Plus Pro opportunity has a 62% close propensity and has spent 243 days in Engaging, above the 84-day historical norm; prioritize a next-step check before forecast review."
61E7IHAY,Violet Mclelland,Cara Losch,East,MG Special,,Engaging,2017-04-22,0.6283549240133902,253.0,85.0,2.976470588235294,True,0.5020104758618846,"Violet Mclelland's MG Special opportunity has a 63% close propensity and has spent 253 days in Engaging, above the 85-day historical norm; prioritize a next-step check before forecast review."
K5CWSFCW,Elease Gluck,Celia Rouche,West,GTX Pro,Blackzim,Engaging,2016-12-21,0.7671376927456758,375.0,82.0,4.573170731707317,True,0.5013604997153107,"Elease Gluck's GTX Pro opportunity has a 77% close propensity and has spent 375 days in Engaging, well beyond the 82-day historical norm; prioritize a next-step check before forecast review."
LCQ934W7,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Xx-holding,Engaging,2017-05-05,0.6046651333183938,240.0,86.0,2.7906976744186047,True,0.5011537098546719,"Cassey Cress's GTX Plus Basic opportunity has a 60% close propensity and has spent 240 days in Engaging, above the 86-day historical norm; prioritize a next-step check before forecast review."
ZOBJHMAF,Cassey Cress,Rocco Neubert,East,MG Advanced,,Engaging,2016-12-11,0.7679174826299945,385.0,90.0,4.277777777777778,True,0.5008536362905036,"Cassey Cress's MG Advanced opportunity has a 77% close propensity and has spent 385 days in Engaging, well beyond the 90-day historical norm; prioritize a next-step check before forecast review."
NKPH3EFG,Cassey Cress,Rocco Neubert,East,MG Advanced,,Engaging,2016-12-18,0.7679174826299945,378.0,90.0,4.2,True,0.5008536362905036,"Cassey Cress's MG Advanced opportunity has a 77% close propensity and has spent 378 days in Engaging, well beyond the 90-day historical norm; prioritize a next-step check before forecast review."
HF74MC9F,Corliss Cosme,Cara Losch,East,GTX Plus Pro,Ganjaflex,Engaging,2017-05-06,0.6218828139971111,239.0,82.0,2.9146341463414633,True,0.5008066587067559,"Corliss Cosme's GTX Plus Pro opportunity has a 62% close propensity and has spent 239 days in Engaging, above the 82-day historical norm; prioritize a next-step check before forecast review."
HHDQ9EW4,Kami Bicknell,Summer Sewald,West,GTX Basic,Inity,Engaging,2017-04-28,0.6303077437341778,247.0,83.0,2.9759036144578315,True,0.5006915328378447,"Kami Bicknell's GTX Basic opportunity has a 63% close propensity and has spent 247 days in Engaging, above the 83-day historical norm; prioritize a next-step check before forecast review."
ZI89S9HC,Markita Hansen,Celia Rouche,West,MG Advanced,Dalttechnology,Engaging,2017-06-11,0.5714734170717569,203.0,80.0,2.5375,True,0.500573528903358,"Markita Hansen's MG Advanced opportunity has a 57% close propensity and has spent 203 days in Engaging, above the 80-day historical norm; prioritize a next-step check before forecast review."
UAE5ZC7O,Daniell Hammack,Rocco Neubert,East,GTX Plus Pro,,Engaging,2016-12-05,0.7687218248083517,391.0,82.0,4.7682926829268295,True,0.5003308138745713,"Daniell Hammack's GTX Plus Pro opportunity has a 77% close propensity and has spent 391 days in Engaging, well beyond the 82-day historical norm; prioritize a next-step check before forecast review."
3ECHUPQY,Daniell Hammack,Rocco Neubert,East,GTX Plus Basic,,Engaging,2016-12-20,0.7687218248083517,376.0,86.0,4.372093023255814,True,0.5003308138745713,"Daniell Hammack's GTX Plus Basic opportunity has a 77% close propensity and has spent 376 days in Engaging, well beyond the 86-day historical norm; prioritize a next-step check before forecast review."
G3SJ8X1K,Violet Mclelland,Cara Losch,East,MG Advanced,,Engaging,2017-03-31,0.6420363639890082,275.0,90.0,3.0555555555555554,True,0.5000374745182558,"Violet Mclelland's MG Advanced opportunity has a 64% close propensity and has spent 275 days in Engaging, well beyond the 90-day historical norm; prioritize a next-step check before forecast review."
VMIAO42Z,Vicki Laflamme,Celia Rouche,West,GTX Plus Pro,Donquadtech,Engaging,2017-04-28,0.6266612954520523,247.0,84.0,2.9404761904761907,True,0.4999618246228327,"Vicki Laflamme's GTX Plus Pro opportunity has a 63% close propensity and has spent 247 days in Engaging, above the 84-day historical norm; prioritize a next-step check before forecast review."
UU25XD9E,Zane Levy,Summer Sewald,West,GTX Pro,Hatfan,Engaging,2017-05-08,0.6207003693849863,237.0,82.0,2.8902439024390243,True,0.49944110136317355,"Zane Levy's GTX Pro opportunity has a 62% close propensity and has spent 237 days in Engaging, above the 82-day historical norm; prioritize a next-step check before forecast review."
CT3HBBI2,Elease Gluck,Celia Rouche,West,MG Special,Mathtouch,Engaging,2017-01-15,0.7701438283678048,350.0,84.25,4.154302670623146,True,0.49940651156092686,"Elease Gluck's MG Special opportunity has a 77% close propensity and has spent 350 days in Engaging, well beyond the 84-day historical norm; prioritize a next-step check before forecast review."
UJ7BYO6A,Wilburn Farren,Cara Losch,East,MG Advanced,,Engaging,2017-05-04,0.5924177489530562,241.0,90.0,2.6777777777777776,True,0.499234018736069,"Wilburn Farren's MG Advanced opportunity has a 59% close propensity and has spent 241 days in Engaging, above the 90-day historical norm; prioritize a next-step check before forecast review."
FWTTJ2G8,Kary Hendrixson,Summer Sewald,West,GTX Basic,Initech,Engaging,2017-05-06,0.6204529671372249,239.0,83.0,2.8795180722891565,True,0.49866340268610504,"Kary Hendrixson's GTX Basic opportunity has a 62% close propensity and has spent 239 days in Engaging, above the 83-day historical norm; prioritize a next-step check before forecast review."
KV2OFRJT,Kami Bicknell,Summer Sewald,West,GTX Pro,,Engaging,2016-12-13,0.7718760681353091,383.0,82.0,4.670731707317073,True,0.4982805557120491,"Kami Bicknell's GTX Pro opportunity has a 77% close propensity and has spent 383 days in Engaging, well beyond the 82-day historical norm; prioritize a next-step check before forecast review."
C8TV7R8A,Kary Hendrixson,Summer Sewald,West,GTX Pro,,Engaging,2016-12-26,0.7718760681353091,370.0,82.0,4.512195121951219,True,0.4982805557120491,"Kary Hendrixson's GTX Pro opportunity has a 77% close propensity and has spent 370 days in Engaging, well beyond the 82-day historical norm; prioritize a next-step check before forecast review."
0U3WVJO0,Corliss Cosme,Cara Losch,East,GTX Pro,,Engaging,2016-12-28,0.7720669599997926,368.0,79.0,4.658227848101266,True,0.4981564760001348,"Corliss Cosme's GTX Pro opportunity has a 77% close propensity and has spent 368 days in Engaging, well beyond the 79-day historical norm; prioritize a next-step check before forecast review."
67IKZGGJ,Maureen Marcano,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-01-29,0.7428268546339176,336.0,89.0,3.7752808988764044,True,0.4974996231396389,"Maureen Marcano's GTX Plus Basic opportunity has a 74% close propensity and has spent 336 days in Engaging, well beyond the 89-day historical norm; prioritize a next-step check before forecast review."
JM5GDLEF,Corliss Cosme,Cara Losch,East,GTX Pro,,Engaging,2017-05-20,0.6180503753894147,225.0,79.0,2.848101265822785,True,0.49747611675637415,"Corliss Cosme's GTX Pro opportunity has a 62% close propensity and has spent 225 days in Engaging, above the 79-day historical norm; prioritize a next-step check before forecast review."
Z2E1UVVB,Violet Mclelland,Cara Losch,East,MG Advanced,,Engaging,2017-05-07,0.5908018142076177,238.0,90.0,2.6444444444444444,True,0.4973677096539374,"Violet Mclelland's MG Advanced opportunity has a 59% close propensity and has spent 238 days in Engaging, above the 90-day historical norm; prioritize a next-step check before forecast review."
K72CEXGZ,Maureen Marcano,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-03-20,0.6675299605261957,286.0,89.0,3.2134831460674156,True,0.4972853009388716,"Maureen Marcano's GTX Plus Basic opportunity has a 67% close propensity and has spent 286 days in Engaging, well beyond the 89-day historical norm; prioritize a next-step check before forecast review."
1ZDDZD8B,Markita Hansen,Celia Rouche,West,MG Special,,Engaging,2016-12-15,0.7734619245896754,381.0,84.25,4.5222551928783385,True,0.49724974901671093,"Markita Hansen's MG Special opportunity has a 77% close propensity and has spent 381 days in Engaging, well beyond the 84-day historical norm; prioritize a next-step check before forecast review."
T5SX9Z3T,Vicki Laflamme,Celia Rouche,West,GTX Basic,Conecom,Engaging,2017-05-10,0.6165028217910876,235.0,83.0,2.8313253012048194,True,0.4970141296912147,"Vicki Laflamme's GTX Basic opportunity has a 62% close propensity and has spent 235 days in Engaging, above the 83-day historical norm; prioritize a next-step check before forecast review."
60NIT1PM,Boris Faz,Rocco Neubert,East,GTX Plus Basic,,Engaging,2017-05-02,0.6166601976354045,243.0,86.0,2.8255813953488373,True,0.4964092436300104,"Boris Faz's GTX Plus Basic opportunity has a 62% close propensity and has spent 243 days in Engaging, above the 86-day historical norm; prioritize a next-step check before forecast review."
44Y3J17P,Boris Faz,Rocco Neubert,East,GTX Plus Basic,,Engaging,2017-05-02,0.6166601976354045,243.0,86.0,2.8255813953488373,True,0.4964092436300104,"Boris Faz's GTX Plus Basic opportunity has a 62% close propensity and has spent 243 days in Engaging, above the 86-day historical norm; prioritize a next-step check before forecast review."
SWEQFKRF,Rosie Papadopoulos,Cara Losch,East,GTX Pro,,Engaging,2017-05-22,0.6166601976354045,223.0,79.0,2.8227848101265822,True,0.49616454242306307,"Rosie Papadopoulos's GTX Pro opportunity has a 62% close propensity and has spent 223 days in Engaging, above the 79-day historical norm; prioritize a next-step check before forecast review."
KJHM27ZM,Daniell Hammack,Rocco Neubert,East,GTX Plus Pro,Labdrill,Engaging,2017-05-15,0.614405451950657,230.0,82.0,2.8048780487804876,True,0.4960632855003656,"Daniell Hammack's GTX Plus Pro opportunity has a 61% close propensity and has spent 230 days in Engaging, above the 82-day historical norm; prioritize a next-step check before forecast review."
Q2RY668B,Kami Bicknell,Summer Sewald,West,GTX Basic,,Engaging,2017-05-10,0.6179799508953587,235.0,83.0,2.8313253012048194,True,0.49605399577343856,"Kami Bicknell's GTX Basic opportunity has a 62% close propensity and has spent 235 days in Engaging, above the 83-day historical norm; prioritize a next-step check before forecast review."
VBFYOCDO,Kami Bicknell,Summer Sewald,West,GTX Basic,,Engaging,2017-05-10,0.6179799508953587,235.0,83.0,2.8313253012048194,True,0.49605399577343856,"Kami Bicknell's GTX Basic opportunity has a 62% close propensity and has spent 235 days in Engaging, above the 83-day historical norm; prioritize a next-step check before forecast review."
IBEUTCSW,James Ascencio,Summer Sewald,West,MG Advanced,,Engaging,2016-12-08,0.775450298245452,388.0,80.0,4.85,True,0.4959573061404562,"James Ascencio's MG Advanced opportunity has a 78% close propensity and has spent 388 days in Engaging, well beyond the 80-day historical norm; prioritize a next-step check before forecast review."
J71N4WQ6,Markita Hansen,Celia Rouche,West,GTX Plus Basic,,Engaging,2017-05-06,0.5984953485526515,239.0,89.0,2.6853932584269664,True,0.4959499335531361,"Markita Hansen's GTX Plus Basic opportunity has a 60% close propensity and has spent 239 days in Engaging, above the 89-day historical norm; prioritize a next-step check before forecast review."
LTVGILHP,Kary Hendrixson,Summer Sewald,West,GTX Basic,Bioholding,Engaging,2017-05-11,0.6165733496381698,234.0,83.0,2.819277108433735,True,0.49591406972314145,"Kary Hendrixson's GTX Basic opportunity has a 62% close propensity and has spent 234 days in Engaging, above the 83-day historical norm; prioritize a next-step check before forecast review."
7882RJGY,Wilburn Farren,Cara Losch,East,MG Special,,Engaging,2017-04-27,0.6302042353265869,248.0,85.0,2.9176470588235293,True,0.4956613646847773,"Wilburn Farren's MG Special opportunity has a 63% close propensity and has spent 248 days in Engaging, above the 85-day historical norm; prioritize a next-step check before forecast review."
Z236WCM1,Kary Hendrixson,Summer Sewald,West,GTX Plus Basic,Vehement Capital Partners,Engaging,2017-05-05,0.6007279870985796,240.0,89.0,2.696629213483146,True,0.49548186456569854,"Kary Hendrixson's GTX Plus Basic opportunity has a 60% close propensity and has spent 240 days in Engaging, above the 89-day historical norm; prioritize a next-step check before forecast review."
JUCNIG4H,James Ascencio,Summer Sewald,West,GTX Basic,,Engaging,2016-12-05,0.776236140807374,391.0,83.0,4.710843373493976,True,0.4954465084752069,"James Ascencio's GTX Basic opportunity has a 78% close propensity and has spent 391 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
2VCDVCIZ,Kary Hendrixson,Summer Sewald,West,GTX Basic,,Engaging,2016-12-27,0.776236140807374,369.0,83.0,4.445783132530121,True,0.4954465084752069,"Kary Hendrixson's GTX Basic opportunity has a 78% close propensity and has spent 369 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
PMMW9JX3,Kary Hendrixson,Summer Sewald,West,GTX Basic,,Engaging,2016-12-28,0.7764244409918849,368.0,83.0,4.433734939759036,True,0.4953241133552748,"Kary Hendrixson's GTX Basic opportunity has a 78% close propensity and has spent 368 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
5IQAJGCU,Kami Bicknell,Summer Sewald,West,GTX Basic,,Engaging,2017-05-11,0.6180503753894147,234.0,83.0,2.819277108433735,True,0.4949540029848323,"Kami Bicknell's GTX Basic opportunity has a 62% close propensity and has spent 234 days in Engaging, above the 83-day historical norm; prioritize a next-step check before forecast review."
VP8ERXPR,Cassey Cress,Rocco Neubert,East,MG Special,,Engaging,2017-04-29,0.6283549240133902,246.0,85.0,2.8941176470588235,True,0.49480459350894346,"Cassey Cress's MG Special opportunity has a 63% close propensity and has spent 246 days in Engaging, above the 85-day historical norm; prioritize a next-step check before forecast review."
7DT8UKKY,Corliss Cosme,Cara Losch,East,GTX Basic,Zencorporation,Engaging,2017-05-01,0.6166601976354045,244.0,87.0,2.8045977011494254,True,0.4945731703875618,"Corliss Cosme's GTX Basic opportunity has a 62% close propensity and has spent 244 days in Engaging, above the 87-day historical norm; prioritize a next-step check before forecast review."
WS3BIQ4S,Markita Hansen,Celia Rouche,West,GTX Plus Pro,,Engaging,2017-05-22,0.5970803965025236,223.0,84.0,2.6547619047619047,True,0.4941894089400263,"Markita Hansen's GTX Plus Pro opportunity has a 60% close propensity and has spent 223 days in Engaging, above the 84-day historical norm; prioritize a next-step check before forecast review."
1K6HY455,Boris Faz,Rocco Neubert,East,MG Advanced,,Engaging,2017-05-09,0.5930410109416465,236.0,90.0,2.6222222222222222,True,0.49396778733237423,"Boris Faz's MG Advanced opportunity has a 59% close propensity and has spent 236 days in Engaging, above the 90-day historical norm; prioritize a next-step check before forecast review."
9IA34L8S,Vicki Laflamme,Celia Rouche,West,GTX Basic,,Engaging,2016-12-29,0.7799439655910663,367.0,83.0,4.421686746987952,True,0.4930364223658069,"Vicki Laflamme's GTX Basic opportunity has a 78% close propensity and has spent 367 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
RIC5ZHK4,Corliss Cosme,Cara Losch,East,GTX Plus Basic,Plussunin,Engaging,2017-05-07,0.6142995071286895,238.0,86.0,2.7674418604651163,True,0.49285648315704944,"Corliss Cosme's GTX Plus Basic opportunity has a 61% close propensity and has spent 238 days in Engaging, above the 86-day historical norm; prioritize a next-step check before forecast review."
J9OP2A5I,Rosalina Dieter,Celia Rouche,West,MG Special,,Engaging,2017-05-02,0.6307901578037657,243.0,84.25,2.884272997032641,True,0.4923602846679084,"Rosalina Dieter's MG Special opportunity has a 63% close propensity and has spent 243 days in Engaging, above the 84-day historical norm; prioritize a next-step check before forecast review."
LR45YFE4,Violet Mclelland,Cara Losch,East,MG Special,Groovestreet,Engaging,2017-05-03,0.6260287012932427,242.0,85.0,2.847058823529412,True,0.49219899121821575,"Violet Mclelland's MG Special opportunity has a 63% close propensity and has spent 242 days in Engaging, above the 85-day historical norm; prioritize a next-step check before forecast review."
E8QHX9TE,Vicki Laflamme,Celia Rouche,West,GTX Plus Pro,,Engaging,2017-05-11,0.6180503753894147,234.0,84.0,2.7857142857142856,True,0.49201725599688045,"Vicki Laflamme's GTX Plus Pro opportunity has a 62% close propensity and has spent 234 days in Engaging, above the 84-day historical norm; prioritize a next-step check before forecast review."
DW29KM30,Elease Gluck,Celia Rouche,West,MG Advanced,Zathunicon,Engaging,2017-06-07,0.5913865234294909,207.0,80.0,2.5875,True,0.4920050097708309,"Elease Gluck's MG Advanced opportunity has a 59% close propensity and has spent 207 days in Engaging, above the 80-day historical norm; prioritize a next-step check before forecast review."
I6UG2OLX,Corliss Cosme,Cara Losch,East,MG Advanced,,Engaging,2017-05-13,0.5905022589143947,232.0,90.0,2.577777777777778,True,0.491729087261199,"Corliss Cosme's MG Advanced opportunity has a 59% close propensity and has spent 232 days in Engaging, above the 90-day historical norm; prioritize a next-step check before forecast review."
6SN2RQJX,Vicki Laflamme,Celia Rouche,West,MG Special,,Engaging,2016-12-17,0.7819819543783054,379.0,84.25,4.498516320474778,True,0.4917117296541015,"Vicki Laflamme's MG Special opportunity has a 78% close propensity and has spent 379 days in Engaging, well beyond the 84-day historical norm; prioritize a next-step check before forecast review."
X4FW4JR1,Kary Hendrixson,Summer Sewald,West,GTX Basic,,Engaging,2017-05-15,0.6166601976354045,230.0,83.0,2.7710843373493974,True,0.49164075105505933,"Kary Hendrixson's GTX Basic opportunity has a 62% close propensity and has spent 230 days in Engaging, above the 83-day historical norm; prioritize a next-step check before forecast review."
N7G1TU1X,James Ascencio,Summer Sewald,West,MG Advanced,,Engaging,2017-06-02,0.6003859337239799,212.0,80.0,2.65,True,0.49162414307941305,"James Ascencio's MG Advanced opportunity has a 60% close propensity and has spent 212 days in Engaging, above the 80-day historical norm; prioritize a next-step check before forecast review."
848QSODT,Vicki Laflamme,Celia Rouche,West,GTX Basic,,Engaging,2017-05-14,0.6183428034645705,231.0,83.0,2.783132530120482,True,0.49160127413357135,"Vicki Laflamme's GTX Basic opportunity has a 62% close propensity and has spent 231 days in Engaging, above the 83-day historical norm; prioritize a next-step check before forecast review."
ICMXZOVL,Daniell Hammack,Rocco Neubert,East,GTX Pro,Stanredtax,Engaging,2016-12-08,0.7831124679498566,388.0,79.0,4.9113924050632916,True,0.4909768958325932,"Daniell Hammack's GTX Pro opportunity has a 78% close propensity and has spent 388 days in Engaging, well beyond the 79-day historical norm; prioritize a next-step check before forecast review."
HF2DSIT5,Elease Gluck,Celia Rouche,West,GTX Basic,,Engaging,2017-05-16,0.6166601976354045,229.0,83.0,2.7590361445783134,True,0.4905865341875895,"Elease Gluck's GTX Basic opportunity has a 62% close propensity and has spent 229 days in Engaging, above the 83-day historical norm; prioritize a next-step check before forecast review."
GQ2W1DXM,Maureen Marcano,Summer Sewald,West,GTX Pro,,Engaging,2017-04-25,0.6559831608408538,250.0,82.0,3.048780487804878,True,0.4903792381363718,"Maureen Marcano's GTX Pro opportunity has a 66% close propensity and has spent 250 days in Engaging, well beyond the 82-day historical norm; prioritize a next-step check before forecast review."
MNVMY83P,Cassey Cress,Rocco Neubert,East,GTX Pro,Plussunin,Engaging,2016-12-10,0.7847946983715713,386.0,79.0,4.886075949367089,True,0.4898834460584786,"Cassey Cress's GTX Pro opportunity has a 78% close propensity and has spent 386 days in Engaging, well beyond the 79-day historical norm; prioritize a next-step check before forecast review."
ERFRHR3Z,Hayden Neloms,Celia Rouche,West,MG Advanced,,Engaging,2016-12-14,0.7849498728440875,382.0,80.0,4.775,True,0.4897825826513431,"Hayden Neloms's MG Advanced opportunity has a 78% close propensity and has spent 382 days in Engaging, well beyond the 80-day historical norm; prioritize a next-step check before forecast review."
GMN9KQN2,Daniell Hammack,Rocco Neubert,East,GTX Pro,,Engaging,2017-05-27,0.6180503753894147,218.0,79.0,2.759493670886076,True,0.4897229521994121,"Daniell Hammack's GTX Pro opportunity has a 62% close propensity and has spent 218 days in Engaging, above the 79-day historical norm; prioritize a next-step check before forecast review."
OERROEPM,Markita Hansen,Celia Rouche,West,GTX Basic,,Engaging,2017-05-28,0.5987930294625489,217.0,83.0,2.6144578313253013,True,0.48954959109030705,"Markita Hansen's GTX Basic opportunity has a 60% close propensity and has spent 217 days in Engaging, above the 83-day historical norm; prioritize a next-step check before forecast review."
K5GFWLKM,Boris Faz,Rocco Neubert,East,GTX Plus Basic,,Engaging,2017-05-09,0.6166601976354045,236.0,86.0,2.744186046511628,True,0.48928715060675454,"Boris Faz's GTX Plus Basic opportunity has a 62% close propensity and has spent 236 days in Engaging, above the 86-day historical norm; prioritize a next-step check before forecast review."
RY6T3GLC,Corliss Cosme,Cara Losch,East,GTX Pro,Zathunicon,Engaging,2017-05-29,0.6166601976354045,216.0,79.0,2.7341772151898733,True,0.488411377866101,"Corliss Cosme's GTX Pro opportunity has a 62% close propensity and has spent 216 days in Engaging, above the 79-day historical norm; prioritize a next-step check before forecast review."
JL9ERNVY,Boris Faz,Rocco Neubert,East,GTX Plus Pro,,Engaging,2017-05-20,0.6180503753894147,225.0,82.0,2.7439024390243905,True,0.48835871941151465,"Boris Faz's GTX Plus Pro opportunity has a 62% close propensity and has spent 225 days in Engaging, above the 82-day historical norm; prioritize a next-step check before forecast review."
3372JYYQ,Cassey Cress,Rocco Neubert,East,MG Advanced,Condax,Engaging,2017-05-15,0.5930410109416465,230.0,90.0,2.5555555555555554,True,0.4881344539990409,"Cassey Cress's MG Advanced opportunity has a 59% close propensity and has spent 230 days in Engaging, above the 90-day historical norm; prioritize a next-step check before forecast review."
